name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
OAK CLIFF BIBLE FELLOWSHIP (BLDG A),1808 W CAMP WISDOM RD,,75232,2015-11-09,81,routine
PEPE'S GROCERY DELI,4819 BERNAL DR,,75212,2015-11-09,81,routine
RENAISSANCE CAFETERIA,1201 ELM ST,#B1,75202,2015-11-09,81,routine
LA VILLITA RESTAURANT,4746 BERNAL DR,,75212,2015-11-09,82,routine
ST PHILIP SCHOOL,1600 PENNSYLVANIA AVE,,75215,2015-11-09,82,routine
OAK CLIFF BIBLE FELLOWSHIP,1821 W CAMP WISDOM RD,,75232,2015-11-09,83,routine
A SANDWICH SHOP,8333 DOUGLAS AVE,#C140,75225,2015-11-09,84,routine
EL GORDO,4841 BERNAL DR,,75212,2015-11-09,84,routine
KIM'S ORIENT EXPRESS,311 S ZANG BLVD,,75208,2015-11-09,84,routine
CITY TAVERN,1402 MAIN ST,,75202,2015-11-09,85,routine
7-11 #22948,5403 ARAPAHO RD,,75248,2015-11-09,86,routine
GOOD LUCK,332 W COMMERCE ST,,75202,2015-11-09,88,routine
OAK CLIFF BIBLE FELLOWSHIP CHURCH-YOUTH CENTER SNACK AREA,1821 W CAMP WISDOM RD,,75232,2015-11-09,88,routine
GO FISH POKE,6030 LUTHER LN,#110,75225,2015-11-09,89,routine
LAKEHILL PREP SCHOOL,2720 HILLSIDE DR,,75214,2015-11-09,89,routine
PEPE'S CONVENIENCE STORE,4819 BERNAL DR,,75212,2015-11-09,89,routine
TURNER AGASI CHARTER SCHOOL FACILITIES,3663 W CAMP WISDOM RD,,75237,2015-11-09,92,routine
ZANG FOOD MART,1005 S ZANG BLVD,,75208,2015-11-09,92,routine
LAKEWOOD ELEM SCHOOL,3000 HILLBROOK ST,,75214,2015-11-09,93,routine
RAVENNA,1301 MAIN ST,#100,75202,2015-11-09,93,routine
BASKIN ROBBINS,8411 PRESTON RD,#120,75225,2015-11-09,94,routine
LOS SAPITOS - BAR,325 E JEFFERSON BLVD,,75208,2015-11-09,94,routine
PARK CITIES HILTON BAR,5954 LUTHER LN,#100,75225,2015-11-09,94,routine
MARTINEZ ELEM SCHOOL,4500 BERNAL DR,,75212,2015-11-09,96,routine
THE GEM,6030 LUTHER LN,#160,75225,2015-11-09,96,routine
BARNES & NOBLE CAFE,5301 BELTLINE RD,#118,75240,2015-11-09,97,routine
WESTWOOD JR HIGH,7630 ARAPAHO RD,,75248,2015-11-09,97,routine
JJ'S CAFE BREAKFAST & LUNCH,10233 E NORTHWEST HWY,#434,75238,2015-11-09,100,routine
NORTHWOOD HILLS ELEM,14532 MEANDERING WAY,,75254,2015-11-09,100,routine
PRESTONWOOD ELEMENTARY,6525 LA COSA DR,,75248,2015-11-09,100,routine
TONY'S PIZZA & PASTA,10233 E NORTHWEST HWY,#501,75238,2015-11-09,100,routine
TRACK NINE,12516 E NORTHWEST HWY,,75228,2015-11-09,100,routine
BROOKLYN CAFE DELI & GRILL,8350 N CENTRAL EXPW,M1075,75206,2015-11-10,88,complaint
BANGKOK INN,6033 ORAM ST,,75206,2015-11-10,86,follow-up
TAQUERIA LA PROVIDENCIA,206 S MADISON AVE,,75208,2015-11-10,68,routine
GOLD RUSH CAFE,1913 SKILLMAN ST,,75206,2015-11-10,69,routine
SHOP & SAVE FOOD MART,8104 HARRY HINES BLVD,,75235,2015-11-10,72,routine
SUNNY WOK,3207 KIRNWOOD DR,#117,75237,2015-11-10,74,routine
FITOS TACOS DE TROMPO,4412 MAIN ST,,75226,2015-11-10,77,routine
FOUNDERS SQUARE CAFETERIA,900 JACKSON ST,#B-1,75202,2015-11-10,77,routine
JUICENG HEALTH BAR,5500 GREENVILLE AVE,#100,75206,2015-11-10,77,routine
KU SUSHI,11661 PRESTON RD,#160,75230,2015-11-10,80,routine
WENDY'S #302,5502 HARRY HINES BLVD,,75235,2015-11-10,81,routine
TEXADELPHIA #2,5500 GREENVILLE AVE,#600,75206,2015-11-10,82,routine
BOULEVARDIER,408 N BISHOP AVE,108,75208,2015-11-10,83,routine
LA FIESTA FRUITS,711 ELM ST,#101,75202,2015-11-10,83,routine
ALDEEZ SPORTS BAR AND LOUNGE,7879 SPRING VALLEY RD,#115,75254,2015-11-10,84,routine
CRISPY CHICKEN & RICE,704 W JEFFERSON BLVD,#B,75208,2015-11-10,84,routine
PANDA EXPRESS #992,5500 GREENVILLE AVE,200,75206,2015-11-10,85,routine
SAGE DINING URSULINE ACADEMY,4900 WALNUT HILL LN,,75229,2015-11-10,86,routine
SUBWAY,306 S RECORD ST,,75201,2015-11-10,86,routine
POPEYES,2978 W WHEATLAND RD,,75237,2015-11-10,87,routine
7-ELEVEN STORE #34567,711 ELM ST,#102,75202,2015-11-10,89,routine
EDGEMERE KITCHEN,8523 THACKERY ST,,75225,2015-11-10,89,routine
URSULINE ACADEMY CONCESSI,4900 WALNUT HILL LN,,75229,2015-11-10,89,routine
BENNY'S BAGELS LAKEWOOD,1901 SKILLMAN ST,,75206,2015-11-10,90,routine
ACADEMY,3303 POTTER'S HOUSE WAY,,75236,2015-11-10,91,routine
EDGEMERE UPSTAIRS,8523 THACKERY ST,,75225,2015-11-10,92,routine
GREYHOUND LINES FOOD SERV & PIZZA HUT,205 S LAMAR ST,,75202,2015-11-10,92,routine
DALLAS COUNTY CAFE,600 COMMERCE ST,,75202,2015-11-10,93,routine
PAYLESS BEER & WINE,6930 HARRY HINES BLVD,,75235,2015-11-10,93,routine
SHOP-N-GO #4,5609 ALPHA RD,,75240,2015-11-10,93,routine
SUBWAY #43800,801 MAIN ST,,75202,2015-11-10,93,routine
UME PREPARATORY ACADEMY,3838 SPUR 408,,75231,2015-11-10,93,routine
ANNE FRANK ELEMENTARY SCHOOL,5201 CELESTIAL RD,,75240,2015-11-10,94,routine
GABE ALLEN SCH,5220 NOMAS ST,,75212,2015-11-10,94,routine
NEW URBAN BLEND @ ANTIOCH COMMISSARY,805 ELM ST,,75202,2015-11-10,94,routine
EL CENTRO FSI,801 MAIN ST,,75202,2015-11-10,96,routine
WALGREENS #13930,11700 PRESTON RD,#703,75230,2015-11-10,96,routine
7-ELEVEN #34113,11363 E NORTHWEST HWY,,75238,2015-11-10,97,routine
BANQUET HALL - 9TH FLOOR,13111 N CENTRAL EXPW,,75243,2015-11-10,97,routine
BEN MILAM SCHOOL,4200 MCKINNEY AVE,,75205,2015-11-10,97,routine
GEMSTONE BANQUETS - 7TH FLOOR,13111 N CENTRAL EXPW,,75243,2015-11-10,97,routine
PAYLESS BEER & WINE - DELI,6930 HARRY HINES BLVD,,75235,2015-11-10,97,routine
SPRING CREEK ELEMENTARY,7667 ROUNDROCK RD,,75248,2015-11-10,97,routine
URBAN BLEND @ ANTIOCH KIOSK,805 ELM ST,,75202,2015-11-10,97,routine
GROCERY,8014 HARRY HINES BLVD,#A,75235,2015-11-11,47,routine
JAROCHOS MARKET TAQUERIA Y BAKERY,7406 HARRY HINES BLVD,,75235,2015-11-11,63,routine
GOOD 2 GO TACO,1146 PEAVY RD,,75218,2015-11-11,80,routine
ARENA MART,4340 HARRY HINES BLVD,,75219,2015-11-11,81,routine
LAS HAMACAS,10333 DENTON DR,#7,75220,2015-11-11,81,routine
CHIHUAHUITAS RESTAURANT,13331 PRESTON RD,#1041,75240,2015-11-11,82,routine
LA ESTRELLA SPORT BAR,4246 HARRY HINES BLVD,,75219,2015-11-11,84,routine
HARMONY SCHOOL OF NATURE/1ST FLR/WEST WING,8120 W CAMP WISDOM RD,FLR 1,75249,2015-11-11,85,routine
HARRY STONE RECREATION CENTER,2403 MILLMAR DR,,75228,2015-11-11,85,routine
M & D FOOD STORE,5501 LINDSLEY AVE,,75223,2015-11-11,85,routine
LA CASITA,13205 MAHAM RD,#A,75240,2015-11-11,86,routine
THE CORNER FRESH FOOD MEXICAN TAQUERIA & MORE,13331 PRESTON RD,#1042,75240,2015-11-11,86,routine
THREE BIRDS,700 N PEARL ST,#G106,75201,2015-11-11,86,routine
COW TIPPING CREAMERY,1146 PEAVY RD,,75218,2015-11-11,87,routine
MCALISTER'S DELI #538,15212 MONTFORT RD,#303,75248,2015-11-11,87,routine
BURGER KING,2525 W DAVIS ST,,75211,2015-11-11,88,routine
WORLD TRADE CENTER MARKET,2050 N STEMMONS FRWY,,75207,2015-11-11,88,routine
CESAR'S TACOS,2019 W NORTHWEST HWY,,75220,2015-11-11,89,routine
NEIGHBORHOOD SERVICES PRRESTON ROYAL,10720 PRESTON RD,1101,75230,2015-11-11,89,routine
TORTILLERIA LA NORTENA,3215 W DAVIS ST,,75211,2015-11-11,89,routine
WORLD TRADE CENTER CAFE,2050 N STEMMONS FRWY,,75207,2015-11-11,89,routine
BRYAN ADAMS HIGH SCHOOL,2101 MILLMAR DR,,75228,2015-11-11,90,routine
LA COCINITA,9415 S RL THORNTON FRWY,#B,75232,2015-11-11,90,routine
TRUETT ELEMENTARY SCHOOL,1811 GROSS RD,,75228,2015-11-11,90,routine
WALGREENS #04817,6515 ABRAMS RD,,75231,2015-11-11,90,routine
ANTOINE'S OF DALLAS FOOD,4234 HARRY HINES BLVD,A,75219,2015-11-11,91,routine
NOTHING BUNDT CAKES,10720 PRESTON RD,1101B,75230,2015-11-11,91,routine
ORACLE FOOD MART,9702 BROCKBANK DR,#110,75220,2015-11-11,91,routine
LA ACADEMIA DE ESTRELLAS CAFETERIA,4680 W KIEST BLVD,,75236,2015-11-11,92,routine
PLAZA DONUTS,700 N PEARL EXPW,#N-21,75201,2015-11-11,92,routine
EXPRESS FOOD MART,7410 HARRY HINES BLVD,,75235,2015-11-11,93,routine
TERRY'S SUPER MARKET,3025 WEBB CHAPEL EXT,,75220,2015-11-11,93,routine
BROADWAY PIZZA,700 N PEARL EXPW,#104,75201,2015-11-11,94,routine
CJ & ANN HYMAN ELEMENTARY,8441 FOXCREEK TRL,,75249,2015-11-11,94,routine
FRESH II PREP,700 N PEARL ST,N102,75201,2015-11-11,94,routine
SMOOTHIE KING,650 N PEARL EXPW,#H105,75201,2015-11-11,94,routine
BIG LOTS #4652,2128 FORT WORTH AVE,,75211,2015-11-11,96,routine
HIGHER GROUNDS,700 N PEARL EXPW,#H206,75201,2015-11-11,96,routine
SEVEN MART FOOD STORE,501 W DAVIS ST,,75208,2015-11-11,96,routine
W T C SUNDRIES SHOP,2050 N STEMMONS FRWY,#154A,75207,2015-11-11,96,routine
ALEX SPENCE SCHOOL,4001 CAPITOL AVE,,75204,2015-11-11,97,routine
CESAR CHAVEZ SCHOOL,1710 N CARROLL AVE,,75204,2015-11-11,97,routine
FRESH II,700 N PEARL ST,A100,75201,2015-11-11,97,routine
GOOD FOOD,4319 BELMONT AVE,,75204,2015-11-11,97,routine
PIZZA HUT,4540 ROSS AVE,#130,75204,2015-11-11,97,routine
RUNWAY CAFE,2050 N STEMMONS FRWY,14TH,75207,2015-11-11,97,routine
TACO BELL,15208 MONTFORT DR,,75248,2015-11-11,97,routine
TAQUERIO CARACOLES,11411 E NORTHWEST HWY,#230,75218,2015-11-11,97,routine
THE MIXING BOWL,614 S HAMPTON RD,,75208,2015-11-11,97,routine
DALLAS CAN ACADEMY,4621 ROSS AVE,,75204,2015-11-11,100,routine
FIRECRUST PIZZA,4447 N CENTRAL EXPW,#100,75205,2015-11-11,100,routine
GATEWAY NEWSTAND,700 N PEARL EXPW,#N108,75201,2015-11-11,100,routine
PIZZA PATRON,11411 E NORTHWEST HWY,102,75218,2015-11-11,100,routine
STARBUCKS-WORLD TRADE CENTER,2050 N STEMMONS FRWY,,75207,2015-11-11,100,routine
THE NOTRE DAME OF DALLAS,2018 ALLEN ST,,75204,2015-11-11,100,routine
UNDICI'S,2050 N STEMMONS FRWY,11TH,75207,2015-11-11,100,routine
GROCERY,8014 HARRY HINES BLVD,#A,75235,2015-11-12,66,routine
STROKERS ICE HOUSE,9310 HARRY HINES BLVD,,75220,2015-11-12,75,routine
AKIBA YAUNEH ACADEMY,12324 MERIT DR,,75251,2015-11-12,77,routine
EL PODER,2534 ROYAL LN,#G-5,75229,2015-11-12,78,routine
8020 RESTAURANT,2008 GREENVILLE AVE,2001,75206,2015-11-12,80,routine
DALLAS AUCTION CAFE,5333 W KIEST BLVD,,75211,2015-11-12,80,routine
DUNSTON'S STEAKHOUSE,8526 HARRY HINES BLVD,,75235,2015-11-12,80,routine
PENNE POMODORO,11661 PRESTON RD,#143,75230,2015-11-12,80,routine
ZIGGY'S BAR B QUE,650 N PEARL EXPW,#FC-6,75201,2015-11-12,80,routine
BRYAN STREET'S TAVERN,4315 BRYAN ST,,75204,2015-11-12,82,routine
FITO'S #3,616 SCHOOLDELL DR,,75211,2015-11-12,82,routine
AMERICANO-JOULE HOTEL,1530 MAIN ST,,75201,2015-11-12,83,routine
HERRERA'S CAFE,3311 SYLVAN AVE,#A,75212,2015-11-12,83,routine
LA MICHOACANA MEAT MARKET #7,833 N WESTMORELAND RD,,75211,2015-11-12,83,routine
BENT TREE CC POOL,5201 WESTGROVE DR,,75248,2015-11-12,84,routine
PEACHTREE FOOD,11111 WALNUT HILL LN,#101,75238,2015-11-12,84,routine
SUBWAY SANDWICHES,4347 W NORTHWEST HWY,#150,75220,2015-11-12,84,routine
SUSHI ONE,700 N PEARL ST,#G102,75201,2015-11-12,84,routine
TAM'S EGGROLL,7722 FOREST LN,,75230,2015-11-12,84,routine
BANGKOK CITY RESTAURANT,4301 BRYAN ST,#101,75204,2015-11-12,85,routine
FERNANDO'S MEXICAN CUISINE,4347 W NORTHWEST HWY,#100,75220,2015-11-12,85,routine
BENT TREE CC TENNIS,5201 WESTGROVE DR,,75248,2015-11-12,86,routine
LITTLE CAESARS,10212 E NORTHWEST HWY,,75238,2015-11-12,86,routine
REMEDY RESTAURANT LLC,2010 GREENVILLE AVE,#B,75206,2015-11-12,86,routine
TOMATO PIE,11661 PRESTON RD,202,75230,2015-11-12,86,routine
USA DONUTS,920 N WESTMORELAND RD,,75211,2015-11-12,86,routine
JAROCHOS MARKET TAQUERIA Y BAKERY,7406 HARRY HINES BLVD,,75235,2015-11-12,87,routine
SHIVAS BAR & GRILL,1907 GREENVILLE AVE,,75206,2015-11-12,87,routine
THE PAPER PLATE,4848 S COCKRELL HILL RD,,75236,2015-11-12,88,routine
BISHOP LYNCH CAFETERIA,9750 FERGUSON RD,,75228,2015-11-12,89,routine
HAUTE SWEETS PATISSERIE LLC,10230 E NORTHWEST HWY,,75218,2015-11-12,89,routine
PIZZA HUT 744124,10200 E NORTHWEST HWY,,75238,2015-11-12,89,routine
TACOS Y MAS #3,7752 FOREST LN,,75230,2015-11-12,89,routine
BENT TREE CC 19TH HOLE,5201 WESTGROVE DR,,75248,2015-11-12,90,routine
BENT TREE CC LAKE,5201 WESTGROVE DR,,75248,2015-11-12,90,routine
CHINA DRAGON,650 N PEARL EXPW,#FC4,75201,2015-11-12,90,routine
EIGHTY TWENTY ROOF BAR,2008 GREENVILLE AVE,2001,75206,2015-11-12,90,routine
MAKI BOY,2330 ROYAL LN,#600,75229,2015-11-12,90,routine
MR. MESERO,4444 MCKINNEY AVE,,75205,2015-11-12,90,routine
PALETERIA Y NEVERIA,2534 ROYAL LN,#105,75229,2015-11-12,90,routine
SKYLINE STUDENT KITCHEN - CULINARY,7777 FORNEY RD,,75227,2015-11-12,90,routine
ADELFA BOTELLO CALLEJO,7817 MILITARY PKWY,,75228,2015-11-12,91,routine
BENT TREE CC MAIN,5201 WESTGROVE DR,,75248,2015-11-12,91,routine
CAPTAIN BILLY'S SNACK BAR,5333 W KIEST BLVD,,75236-1078,2015-11-12,91,routine
CENTRAL CAFE,12712 PARK CENTRAL DR,#B100,75251,2015-11-12,92,routine
SAGE @ THE HOCKADAY SCHOOL,11600 WELCH RD,,75229,2015-11-12,92,routine
VIETNAM RESTAURANT,4302 BRYAN ST,,75204,2015-11-12,92,routine
CLARK FOOD & WINE,1920 GREENVILLE AVE,,75206,2015-11-12,93,routine
DAILY BUFFET,12505 E NORTHWEST HWY,,75228,2015-11-12,93,routine
NEW DAIRY WAY,1551 CENTERVILLE RD,,75228,2015-11-12,93,routine
SIDNEY LANIER SCHOOL,1400 WALMSLEY AVE,,75208,2015-11-12,93,routine
ARTHUR KRAMER ELEMENTARY,7131 MIDBURY DR,,75230,2015-11-12,94,routine
BACK HOME BARBECUE,5014 ROSS AVE,,75206,2015-11-12,94,routine
BISHOP LYNCH STADIUM,9750 FERGUSON RD,,75228,2015-11-12,94,routine
LAKE HIGHLAND NINTH GRADE,10200 WHITE ROCK TRL,,75238,2015-11-12,94,routine
MY FIT FOOD,5960 ROYAL LN,,75230,2015-11-12,94,routine
SKYLINE HIGH SCHOOL,7777 FORNEY RD,,75227,2015-11-12,94,routine
TACO BUENO #3026,7940 FOREST LN,,75230,2015-11-12,94,routine
BLIMPIE'S SUBS & SALADS,600 N PEARL EXPW,#G107,75201,2015-11-12,96,routine
LA MICHOACANA MEAT MARKET #7,833 N WESTMORELAND RD,,75211,2015-11-12,96,routine
MCDONALDS,700 N PEARL EXPW,FL5,75201,2015-11-12,96,routine
PINKSTON HIGH SCHOOL,2200 DENNISON ST,,75212,2015-11-12,96,routine
STARBUCKS COFFEE #9539,2285 W NORTHWEST HWY,,75220,2015-11-12,96,routine
BENJAMIN FRANKLIN SCHOOL,6920 MEADOW RD,,75231,2015-11-12,97,routine
CORNER BAKERY,600 N PEARL EXPW,#100,75201,2015-11-12,97,routine
HOCKADAY SCHOOL ATHLETIC FIELD CONCESSION,11600 WELCH RD,,75229,2015-11-12,97,routine
PHILLY TOWN,600 N PEARL EXPW,#G103,75201,2015-11-12,97,routine
REUNION BREWING COMPANY,1001 N RIVERFRONT BLVD,,75207,2015-11-12,97,routine
SUBWAY #24062,2240 ROYAL LN,#BLDG,75229,2015-11-12,97,routine
SUBWAY SANDWICHES,7742 FOREST LN,,75230,2015-11-12,97,routine
URBAN PARK ELEMENTARY,6901 MILITARY PKWY,,75227,2015-11-12,97,routine
99 CENTS ONLY,13444 PRESTON RD,,75240,2015-11-12,100,routine
FAMILY DOLLAR #5937,8152 SPRING VALLEY RD,,75240,2015-11-12,100,routine
FERNANDO'S - MOBILE FOOD UNIT,4347 W NORTHWEST HWY,#100,75220,2015-11-12,100,routine
GO 4IT SPORTS GRILL,10677 E NORTHWEST HWY,#400,75238,2015-11-12,100,routine
STARBUCKS COFEE,7995 LBJ,#118,75231,2015-11-12,100,routine
STARBUCKS COFFEE #3465,5905 E NORTHWEST HWY,,75231,2015-11-12,100,routine
TACO BELL EXPRESS,700 N PEARL EXPW,#FC2,75201,2015-11-12,100,routine
TORTERIA GUERRERO,3474 WEBB CHAPEL EXT,,75220,2015-11-13,63,routine
LESLIE'S BAKERY,2915 COMMUNITY DR,#102,75220,2015-11-13,74,routine
DBU - STUDY GROUNDS,3000 MOUNTAIN CREEK PKWY,,75211,2015-11-13,80,routine
DBU - THE PATRIOT CAFE,3000 MOUNTAIN CREEK PKWY,,75211,2015-11-13,80,routine
DBU - THE SODA SHOPPE,3000 MOUNTAIN CREEK PKWY,,75211,2015-11-13,80,routine
OLD CHICAGO RESTAURANT,5319 E MOCKINGBIRD LN,#100,75206,2015-11-13,80,routine
SMOOTHIE FACTORY,7522 CAMPBELL RD,#106,75248,2015-11-13,81,routine
JARAMS,17459 PRESTON RD,,75252,2015-11-13,82,routine
MT AUBURN ELEMENTARY,6012 EAST GRAND AVE,,75223,2015-11-13,82,routine
ABSINTHE LOUNGE,1701 S LAMAR ST,,75215,2015-11-13,83,routine
BURGER STREET,5657 E MOCKINGBIRD LN,,75206,2015-11-13,83,routine
DBU - THE REPUBLIC,3000 MOUNTAIN CREEK PKWY,,75211,2015-11-13,83,routine
SUBWAY,6464 E NORTHWEST HWY,322,75214,2015-11-13,88,routine
TACO BELL #1089,5506 E MOCKINGBIRD LN,,75206,2015-11-13,88,routine
COME TACO,2513 N FITZHUGH AVE,,75204,2015-11-13,89,routine
BURGER KING,5456 E MOCKINGBIRD LN,#100,75206,2015-11-13,90,routine
CHISPITAS,1721 BARNES BRIDGE RD,,75228,2015-11-13,90,routine
DOMINION SANDWICH SHOPPE,17304 PRESTON RD,#W135,75252,2015-11-13,90,routine
GILL ELEMENTARY,10910 FERGUSON RD,,75228,2015-11-13,90,routine
JOHN'S CLUB,1910 S HARWOOD ST,,75215,2015-11-13,90,routine
ROBERT HILL JR HIGH,505 EASTON RD,,75218,2015-11-13,90,routine
CAFE FINO,7522 CAMPBELL RD,#108,75248,2015-11-13,91,routine
CVS PHARMACY,10666 E NORTHWEST HWY,,75206,2015-11-13,91,routine
DBU - HORNER BALLPARK/EAST,3000 MOUNTAIN CREEK PKWY,,75211,2015-11-13,91,routine
DBU - HORNER BALLPARK/WEST,3000 MOUNTAIN CREEK PKWY,,75211,2015-11-13,91,routine
LIFE SCHOOL MOUNTAIN CREEK,5525 W ILLINOIS AVE,,75211,2015-11-13,91,routine
MARY BETHUNE ELM SCHOOL,2205 DUNCANVILLE RD,,75224,2015-11-13,91,routine
SUBWAY SANDWICHES,2445 W NORTHWEST HWY,#107,75220,2015-11-13,91,routine
TRINIDAD GARZA EARLY COLLEGE,4849 W ILLINOIS AVE,,75211,2015-11-13,91,routine
ZARAGOZA ELEMENTARYSCHOOL,4550 WORTH ST,,75246,2015-11-13,91,routine
JASON'S DELI,5400 E MOCKINGBIRD LN,#123,75206,2015-11-13,92,routine
MOISE E MOLINA H S,2355 DUNCANVILLE RD,,75211,2015-11-13,92,routine
FAMILY DOLLAR STORE #5441,9711 PLANO RD,,75238,2015-11-13,93,routine
LITTLE ORANGE CANTINA,600 N PEARL ST,#G101,75201,2015-11-13,93,routine
NEW HAUS EXPRESS,600 N PEARL EXPW,#G203,75201,2015-11-13,93,routine
STUDIO MOVIE GRILL,10110 TECHNOLOGY BLVD,,75220,2015-11-13,93,routine
CHUBBY'S FAMILY RESTAURANT,11331 E NORTHWEST HWY,,75238,2015-11-13,94,routine
DICKEY'S BARBECUE PIT,2445 W NORTHWEST HWY,#106,75220,2015-11-13,94,routine
FORTY FIVE TEN,4510 MCKINNEY AVE,,75205,2015-11-13,94,routine
HERB MART,6464 E NORTHWEST HWY,#335,75214,2015-11-13,94,routine
LA NUEVA FRESH & HOT,9625 WEBB CHAPEL RD,#200,75220,2015-11-13,94,routine
MICKEY PIERSALL GOLF SHOP,11223 LUNA RD,,75229,2015-11-13,94,routine
P D JOHNSON'S DELI,3839 MCKINNEY AVE,#150,75201,2015-11-13,94,routine
YUMI YOGURT,600 N PEARL EXPW,#G202,75201,2015-11-13,94,routine
EL GRANERO NIGHT CLUB,1906 S HARWOOD ST,,75215,2015-11-13,96,routine
FOREST MEADOW JR HIGH,9373 WHITEHURST DR,,75243,2015-11-13,96,routine
BUNBURY'S,2001 S HARWOOD ST,,75215,2015-11-13,97,routine
HILLCREST HIGH SCHOOL,9924 HILLCREST RD,,75230,2015-11-13,97,routine
LEE A MCSHAN JR ELEM SCHOOL,8307 MEADOW RD,,75231,2015-11-13,97,routine
MOSS HAVEN ELEMENTARY,9202 MOSS FARM LN,,75243,2015-11-13,97,routine
ORAN M ROBERTS ELEMENTARY,4919 EAST GRAND AVE,,75223,2015-11-13,97,routine
POPCORN SHACK,7632 CAMPBELL RD,#317,75248,2015-11-13,97,routine
NORTH DALLAS HIGH SCHOOL,3120 N HASKELL AVE,,75204,2015-11-13,100,routine
PAPA JOHN'S PIZZA,2731 W NORTHWEST HWY,110,75220,2015-11-13,100,routine
PAPPAS BROTHERS STEAKHOUSE,10477 LOMBARDY LN,,75220,2015-11-13,100,routine
SKYVIEW ELEMENTARY,9229 MEADOW KNOLL,,75243,2015-11-13,100,routine
SUBWAY,4849 W ILLINOIS AVE,,75211,2015-11-13,100,routine
EZ TRIP FOOD STORE #2,2944 N BUCKNER BLVD,,75228,2015-11-16,80,routine
PARK CITY CLUB,5956 SHERRY LN,#1700,75225,2015-11-16,80,routine
ST BERNARD SCHOOL,1420 OLD GATE LN,,75218,2015-11-16,80,routine
ST. JOHN'S EPISCOPAL SCHOOL,848 HARTER RD,,75218,2015-11-16,80,routine
SCHLOTZSKY'S,1152 N BUCKNER BLVD,#124,75218,2015-11-16,81,routine
SOUTH PAW'S,6009 BERKSHIRE LN,,75225,2015-11-16,81,routine
NEIMAN MARCUS FRESH MARKET,1605 COMMERCE ST,,75201,2015-11-16,82,routine
PARADISE CAJUN SEAFOOD,3636 FRANKFORD RD,#300,75287,2015-11-16,82,routine
SAPA HOUSE,1623 MAIN ST,#102,75201,2015-11-16,82,routine
CHASERS,2932 N BUCKNER BLVD,,75228,2015-11-16,84,routine
DALLAS ACADEMY,950 TIFFANY WAY,,75218,2015-11-16,85,routine
FORESTER FIELD HOMESIDE,8233 MILITARY PKWY,,75227,2015-11-16,85,routine
STAND/HOME,8233 MILITARY PKWY,,75227,2015-11-16,85,routine
SONIC DRIVE IN,3650 FRANKFORD RD,,75287,2015-11-16,86,routine
VAIL DONUTS,3855 FRANKFORD RD,#104,75287,2015-11-16,86,routine
J D'S SPORTS BAR & GRILL,1575 REGAL ROW,,75247,2015-11-16,87,routine
B-Z MART,5455 N JIM MILLER RD,,75227,2015-11-16,88,routine
FISH CITY GRILL,10720 PRESTON RD,#1012,75230,2015-11-16,88,routine
INDIGO HOTEL GRILL,1933 MAIN ST,,75201,2015-11-16,89,routine
NM-ZODIAC REST,1626 MAIN ST,,75201,2015-11-16,89,routine
STARBUCKS COFFEE #680,102 PRESTON ROYAL S/C,,75230,2015-11-16,89,routine
TOM THUMB #3614,315 S HAMPTON RD,,75208,2015-11-16,89,routine
INDIGO HOTEL/ BASEMENT,1933 MAIN ST,,75201,2015-11-16,90,routine
RED CURRY THAI CUISINE,3628 FRANKFORD RD,#255,75287,2015-11-16,90,routine
CVS PHARMACY,8686 FERGUSON RD,,75228,2015-11-16,91,routine
RIO'S CHICKEN AND FISH,3628 FRANKFORD RD,#265,75287,2015-11-16,91,routine
SAM HOUSTON SCHOOL,2827 THROCKMORTON ST,,75219,2015-11-16,92,routine
TOM THUMB #3614 DELI,315 S HAMPTON RD,,75208,2015-11-16,92,routine
LITTLE DIPPER CAFETERIA,1626 MAIN ST,,75201,2015-11-16,93,routine
POLLO CAMPERO,9419 WEBB CHAPEL RD,,75220,2015-11-16,94,routine
WILLIAMS PREP,1750 VICEROY DR,,75235,2015-11-16,94,routine
WILLIAMS PREPARATORY SCHOOL KITCHEN,1919 BURBANK ST,,75235,2015-11-16,94,routine
NEIMANS EXPRESSO BAR,1626 MAIN ST,,75201,2015-11-16,96,routine
SUBWAY SANDWICHES,5930 ROYAL LN,#D,75230,2015-11-16,96,routine
ZODIAC RESTAURANT BAR,1626 MAIN ST,,75201,2015-11-16,96,routine
ANN RICHARDS MIDDLE SCHOOL,3831 N PRAIRIE CREEK,,75227,2015-11-16,97,routine
GATEWAY,12123 HILLCREST RD,,75230,2015-11-16,97,routine
PANDA EXPRESS,9411 WEBB CHAPEL RD,100,75220,2015-11-16,100,routine
TOM THUMB #3614 BAKERY,315 S HAMPTON RD,,75208,2015-11-16,100,routine
TOM THUMB #3614/STARBUCKS,315 S HAMPTON RD,,75208,2015-11-16,100,routine
WM B TRAVIS SCHOOL,3001 MCKINNEY AVE,,75204,2015-11-16,100,routine
ANISA'S KITCHEN,7777 FOREST LN,#A-72,75230,2015-11-17,82,follow-up
CONGREGATION OHR HATORAH,6324 CHURCHILL WAY,,75230,2015-11-17,84,follow-up
THE CHEESECAKE FACTORY,7700 W NORTHWEST HWY,#700,75225,2015-11-17,75,routine
PANADERIA LA UNION/RESTAURANT,10618 FERGUSON RD,,75228,2015-11-17,79,routine
TX SMOKED BBQ AND BURGERS,3128 FOREST LN,#228,75234,2015-11-17,82,routine
